world,source,start_tick,end_tick,passive_role_near,rekopplung_level,carry_level,strain_level,sensory_level,visual_gap_level,hearing_gap_level,sensory_delta,rekopplung_delta,strain_delta_next,rekopplung_delta_next,preview_carry_next,preview,family,effect_class,passive_only,influences_action,raw_form,drift_pct,abs_drift_pct,avg_abs_return_pct,avg_range_pct,max_range_pct,volume_change_pct,direction_change_ratio,direction_persistence
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,low,low,mid,mid,mid,low,0.012665,0.016072,0.009384,-0.01082,1,dio_mcm_episode_1joiyc3,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.657789,0.657789,0.09279,0.179042,0.620525,-82.603455,0.489796,0.510204
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1001,1100,brueckennaehe,low,low,low,mid,high,low,0.005922,0.006186,0.013903,-0.010269,1,dio_mcm_episode_1joiyc3,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,1.873699,1.873699,0.124924,0.248527,0.686224,-45.635705,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1201,1300,brueckennaehe,low,low,high,mid,mid,high,0.015428,0.008543,0.001154,-0.003325,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0,laute_oder_druckvolle_rohwelt,-1.215278,1.215278,0.109064,0.238057,1.210951,144.940048,0.438776,0.561224
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1401,1500,brueckennaehe,mid,low,low,high,low,mid,0.020498,0.011083,0.003072,-0.005823,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.122678,0.122678,0.072509,0.167672,0.715907,-53.945976,0.336735,0.663265
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1601,1700,brueckennaehe,mid,mid,low,high,mid,low,0.010239,0.006755,0.006607,-0.002365,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.017655,0.017655,0.0864,0.175103,0.541769,-62.405215,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1801,1900,brueckennaehe,mid,mid,low,mid,mid,mid,0.005775,0.00164,0.00985,-0.00699,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,wechselhafte_rohwelt,0.405715,0.405715,0.092294,0.189969,0.583967,78.74505,0.55102,0.44898
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2301,2400,brueckennaehe,low,low,mid,mid,mid,mid,0.004466,-0.000305,0.001875,0.001567,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.936037,0.936037,0.109085,0.226955,0.863284,-77.308363,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3101,3200,brueckennaehe,mid,mid,low,mid,high,low,0.028679,0.021857,0.001182,0.002008,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,-1.358516,1.358516,0.132788,0.262395,0.606265,34.568758,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3201,3300,brueckennaehe,mid,mid,mid,mid,mid,low,0.001454,0.002008,0.006714,-0.012025,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.100469,0.100469,0.111818,0.224978,0.652392,18.951686,0.418367,0.581633
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.034464,0.019959,0.008826,-0.006591,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.454784,0.454784,0.064389,0.151531,0.36784,-29.682268,0.387755,0.612245
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3601,3700,zentrumsnaehe,high,high,low,mid,mid,low,-0.01555,-0.006591,-0.009748,0.010042,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.139179,0.139179,0.082751,0.167865,0.454228,-13.836731,0.510204,0.489796
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.016421,0.010042,0.003995,-0.006277,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0,gemischte_rohwelt,-0.313261,0.313261,0.064685,0.1375,0.279183,-41.03121,0.357143,0.642857
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3801,3900,zentrumsnaehe,high,mid,low,high,low,low,-0.00238,-0.006277,0.007577,-0.008905,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.594302,0.594302,0.059233,0.129786,0.311796,15.724507,0.367347,0.632653
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,brueckennaehe,mid,mid,low,mid,high,low,0.001219,0.000596,-0.002164,0.006144,0,dio_mcm_episode_0b7nep9,dio_0h9h,stabil,1,0,laute_oder_druckvolle_rohwelt,0.154453,0.154453,0.143096,0.29667,0.849907,-64.857142,0.346939,0.653061
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.00505,0.006144,0.007613,-0.007397,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0,gemischte_rohwelt,-0.890869,0.890869,0.092792,0.180944,0.619408,-17.089269,0.408163,0.591837
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,mid,0.005524,0.005934,0.005714,-0.005491,1,dio_mcm_episode_0ykar6i,dio_0m9z,stabil,1,0,gemischte_rohwelt,-0.675442,0.675442,0.079847,0.165964,0.555459,189.153128,0.377551,0.622449
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.010224,0.007957,0.000239,0.000114,1,dio_mcm_episode_0ykar6i,dio_0m9z,stabil,1,0,gemischte_rohwelt,1.172353,1.172353,0.078697,0.152315,0.519121,-49.977239,0.418367,0.581633
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,mid,0.004676,0.000114,0.004703,-0.004385,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0,gemischte_rohwelt,-1.142066,1.142066,0.06192,0.120379,0.472606,97.053594,0.377551,0.622449
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4901,5000,brueckennaehe,high,high,mid,high,low,high,0.013123,0.007773,0.003089,-0.00641,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,-0.229035,0.229035,0.067212,0.11826,0.510743,41.161472,0.397959,0.602041
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5001,5100,entlastungsnaehe,mid,mid,high,mid,low,high,-0.004548,-0.00641,-0.000174,-0.00234,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,-1.801165,1.801165,0.080492,0.159683,0.901551,86.865451,0.397959,0.602041
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5201,5300,brueckennaehe,mid,mid,mid,high,low,high,0.014567,0.005594,0.006718,-0.011308,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,0.164384,0.164384,0.085185,0.160054,0.655141,-63.710823,0.438776,0.561224
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5401,5500,brueckennaehe,mid,mid,high,mid,mid,high,0.008554,0.006316,-0.003558,0.003464,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,1.458216,1.458216,0.11157,0.199496,0.607847,-66.140733,0.428571,0.571429
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5501,5600,brueckennaehe,mid,mid,mid,mid,low,high,0.007785,0.003464,0.000469,0.002155,1,dio_mcm_episode_0b7nep9,dio_1lsu,stabil,1,0,gemischte_rohwelt,1.142436,1.142436,0.08505,0.1522,0.600218,8.78004,0.418367,0.581633
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5701,5800,brueckennaehe,mid,mid,high,mid,low,high,0.001742,0.000102,-0.009682,0.005433,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,1.536492,1.536492,0.077345,0.144268,0.923746,-48.697567,0.408163,0.591837
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5801,5900,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.017043,0.005433,0.003002,-0.002084,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0,gemischte_rohwelt,-0.486311,0.486311,0.048044,0.096053,0.217549,411.164075,0.418367,0.581633
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,5901,6000,zentrumsnaehe,high,mid,low,high,low,mid,-0.006302,-0.002084,0.005907,-0.005971,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,-0.199239,0.199239,0.054702,0.103982,0.399347,-5.779931,0.357143,0.642857
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6101,6200,brueckennaehe,mid,mid,mid,mid,mid,mid,0.000356,0.002769,0.003126,-0.008727,1,dio_mcm_episode_0b7nep9,dio_155c,stabil,1,0,gemischte_rohwelt,-1.941209,1.941209,0.10862,0.217763,0.797569,-9.671819,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6301,6400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,low,0.013364,0.011927,0.010279,-0.014766,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,laute_oder_druckvolle_rohwelt,0.30303,0.30303,0.11307,0.21124,0.492238,-14.672403,0.428571,0.571429
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6601,6700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.011104,0.005016,0.001042,0.001349,1,dio_mcm_episode_0b7nep9,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,0.215264,0.215264,0.115824,0.20828,0.677245,128.080676,0.408163,0.591837
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6701,6800,zentrumsnaehe,high,high,low,mid,mid,low,-0.000639,0.001349,-0.000405,-0.000372,0,dio_mcm_episode_0b7nep9,dio_155c,stabil,1,0,gemischte_rohwelt,0.781861,0.781861,0.103136,0.214717,0.642273,-51.761964,0.459184,0.540816
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6801,6900,zentrumsnaehe,high,high,low,mid,mid,low,-0.000995,-0.000372,-0.001839,0.00207,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.213468,0.213468,0.095888,0.182854,0.565854,-90.052283,0.479592,0.520408
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,6901,7000,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.008745,0.00207,-0.001182,0.000817,1,dio_mcm_episode_0ykar6i,dio_155c,stabil,1,0,gemischte_rohwelt,-0.889749,0.889749,0.071073,0.15283,0.703262,1441.223296,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7001,7100,zentrumsnaehe,high,high,low,high,mid,low,-0.002077,0.000817,0.004864,-0.004026,1,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,-0.781097,0.781097,0.085861,0.175722,0.531915,2.758627,0.469388,0.530612
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7101,7200,zentrumsnaehe,high,high,low,high,low,high,-0.003846,-0.004026,-0.003728,0.001704,1,dio_mcm_episode_0ykar6i,dio_0pz6,stabil,1,0,gemischte_rohwelt,1.361215,1.361215,0.080518,0.185573,0.720405,9.362088,0.377551,0.622449
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7201,7300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.003643,0.001704,-0.00247,0.003089,1,dio_mcm_episode_0ykar6i,dio_0l7p,stabil,1,0,gemischte_rohwelt,-0.155824,0.155824,0.077673,0.141504,0.564752,114.630388,0.479592,0.520408
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7301,7400,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.001158,0.003089,0.010393,-0.010489,1,dio_mcm_episode_0ykar6i,dio_14wj,stabil,1,0,gemischte_rohwelt,2.128075,2.128075,0.093325,0.172152,0.423321,1.425402,0.469388,0.530612
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7501,7600,brueckennaehe,high,high,mid,high,low,high,0.010353,0.005847,-0.008993,0.004996,0,dio_mcm_episode_0ykar6i,dio_104t,stabil,1,0,gemischte_rohwelt,-0.490473,0.490473,0.06311,0.122908,0.618209,-41.954742,0.387755,0.612245
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7601,7700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.01354,0.004996,-0.003092,0.002951,1,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0,gemischte_rohwelt,0.322275,0.322275,0.049758,0.096644,0.282859,-2.065742,0.367347,0.632653
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7701,7800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.004298,0.002951,0.009163,-0.008356,1,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0,gemischte_rohwelt,0.169843,0.169843,0.043615,0.091271,0.207586,198.681277,0.285714,0.714286
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,7801,7900,zentrumsnaehe,high,mid,low,high,low,high,-0.012207,-0.008356,0.000444,0.002616,1,dio_mcm_episode_0geqqo3,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.357883,0.357883,0.054847,0.100907,0.451722,-12.541883,0.397959,0.602041
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8001,8100,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.000603,6.5e-05,0.003526,-0.001988,0,dio_mcm_episode_0geqqo3,dio_104t,stabil,1,0,gemischte_rohwelt,-0.227574,0.227574,0.09014,0.166116,0.517241,122.145474,0.397959,0.602041
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8301,8400,brueckennaehe,mid,high,mid,mid,low,mid,0.007266,0.003357,-0.000282,0.002673,1,dio_mcm_episode_0w4x7xs,dio_0l7p,stabil,1,0,gemischte_rohwelt,0.130354,0.130354,0.086713,0.154439,0.820436,31.416282,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8401,8500,brueckennaehe,high,high,mid,high,low,high,0.00466,0.002673,0.011286,-0.014769,1,dio_mcm_episode_0w4x7xs,dio_104t,stabil,1,0,gemischte_rohwelt,-0.502326,0.502326,0.074029,0.149779,0.714017,8.409441,0.469388,0.530612
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,8701,8800,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,low,0.022619,0.011391,0.027733,-0.028662,0,dio_mcm_episode_0w4x7xs,dio_104t,stabil,1,0,gemischte_rohwelt,-0.859879,0.859879,0.09813,0.193691,0.549127,-12.159387,0.428571,0.571429
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9001,9100,brueckennaehe,high,high,mid,mid,mid,mid,0.010736,0.008069,0.00646,-0.005897,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.748685,0.748685,0.107337,0.20182,0.647511,-78.36304,0.397959,0.602041
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9201,9300,brueckennaehe,mid,high,mid,mid,low,high,0.012487,0.004718,0.00254,-0.001552,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,0.099147,0.099147,0.080505,0.137047,0.495737,-28.560031,0.44898,0.55102
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9401,9500,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,mid,mid,low,0.007747,0.003446,-0.00154,0.003704,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,1.574646,1.574646,0.114761,0.204426,0.764107,-74.466628,0.469388,0.530612
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9501,9600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,high,0.010299,0.003704,0.010361,-0.013203,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,-0.490004,0.490004,0.058272,0.115179,0.373208,-27.139613,0.377551,0.622449
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9701,9800,brueckennaehe,mid,high,mid,mid,low,high,0.010618,0.005955,-0.003419,0.005912,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,-0.557692,0.557692,0.095901,0.175019,0.479846,19.982686,0.428571,0.571429
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9801,9900,brueckennaehe,high,high,mid,high,low,high,0.007498,0.005912,-0.003692,0.001359,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,-0.947959,0.947959,0.06931,0.140562,0.470865,-64.692792,0.346939,0.653061
XRP_2024_5M,debug\adapted_field_xrp_2024_5m_10k\dio_mini_lauf_2\episodes.csv,9901,9994,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,low,mid,0.004449,0.001359,0.0,0.0,0,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,gemischte_rohwelt,-0.312561,0.312561,0.069729,0.132977,0.37037,-20.102793,0.402174,0.597826
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1,100,randdrucknaehe,low,low,high,high,low,high,0.0,0.0,-0.006217,0.01186,1,dio_mcm_episode_1ahj81f,dio_0h9h,stabil,1,0,gemischte_rohwelt,-0.089107,0.089107,0.081957,0.156827,0.573549,-80.872774,0.5,0.5
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,501,600,brueckennaehe,low,low,mid,mid,mid,mid,0.008656,0.012247,-0.003519,0.00538,1,dio_mcm_episode_0e7qvj1,dio_0l7p,stabil,1,0,wechselhafte_rohwelt,0.459418,0.459418,0.106174,0.202695,0.715465,90.489077,0.561224,0.438776
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,601,700,brueckennaehe,mid,low,low,high,low,high,0.009353,0.00538,0.033026,-0.042287,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,wechselhafte_rohwelt,0.207084,0.207084,0.070871,0.128861,0.349421,-38.292079,0.540816,0.459184
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,901,1000,brueckennaehe,low,low,mid,mid,mid,mid,0.013485,0.013476,0.002953,-0.001481,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,0.0,0.0,0.151421,0.287752,0.951568,18.209434,0.530612,0.469388
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1201,1300,brueckennaehe,low,low,mid,mid,mid,low,0.015531,0.011744,0.009233,-0.008722,1,dio_mcm_episode_0e7qvj1,dio_0m9z,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.941233,0.941233,0.132854,0.273035,1.195941,98.049137,0.489796,0.510204
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1401,1500,brueckennaehe,mid,low,mid,mid,mid,low,0.019443,0.012202,0.007254,-0.009728,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,gemischte_rohwelt,-0.742725,0.742725,0.10851,0.215787,0.909532,402.202094,0.459184,0.540816
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1601,1700,brueckennaehe,mid,mid,low,mid,mid,low,0.015254,0.012485,0.002102,2.9e-05,1,dio_mcm_episode_0e7qvj1,dio_104t,stabil,1,0,laute_oder_druckvolle_rohwelt,0.372717,0.372717,0.126961,0.262668,0.531389,41.186628,0.428571,0.571429
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,1801,1900,brueckennaehe,mid,mid,low,high,mid,low,0.006105,0.000242,0.011783,-0.011038,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.531718,0.531718,0.112227,0.24954,0.715361,-22.823968,0.479592,0.520408
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2201,2300,brueckennaehe,mid,mid,mid,mid,mid,low,0.006663,0.005713,0.002465,4.3e-05,1,dio_mcm_episode_0e7qvj1,dio_1kpz,stabil,1,0,laute_oder_druckvolle_rohwelt,2.940431,2.940431,0.128349,0.28595,0.933518,53.034705,0.44898,0.55102
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,2601,2700,brueckennaehe,mid,mid,mid,mid,mid,mid,0.048711,0.036379,0.005574,-0.005719,1,dio_mcm_episode_0e7qvj1,dio_155c,stabil,1,0,laute_oder_druckvolle_rohwelt,-2.1,2.1,0.141095,0.312179,0.707517,176.945676,0.530612,0.469388
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3101,3200,brueckennaehe,mid,mid,low,mid,high,low,0.029629,0.024967,0.003001,-0.002078,0,dio_mcm_episode_0e7qvj1,dio_00ja,stabil,1,0,laute_oder_druckvolle_rohwelt,-0.745121,0.745121,0.149541,0.298447,0.708028,22.404996,0.510204,0.489796
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3501,3600,brueckennaehe,mid,mid,low,high,low,mid,0.016206,0.012905,-0.003181,0.004975,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,0.0,0.0,0.08739,0.186661,0.752445,-32.270666,0.459184,0.540816
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3601,3700,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.003369,0.004975,0.002787,-0.002268,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,0.93423,0.93423,0.105267,0.204706,0.547741,-27.001414,0.489796,0.510204
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,3701,3800,zentrumsnaehe,high,high,low,mid,mid,low,-0.004265,-0.002268,0.010027,-0.015345,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,wechselhafte_rohwelt,-0.370782,0.370782,0.085002,0.180677,0.592154,-60.507314,0.530612,0.469388
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4001,4100,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,mid,low,0.016765,0.007954,0.002595,0.000342,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,laute_oder_druckvolle_rohwelt,0.718444,0.718444,0.116836,0.249851,0.760883,-75.085339,0.387755,0.612245
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4101,4200,zentrumsnaehe,high,high,low,high,mid,low,-0.001434,0.000342,0.000119,-4.3e-05,1,dio_mcm_episode_0b7nep9,dio_14wj,stabil,1,0,gemischte_rohwelt,-0.036909,0.036909,0.089455,0.190036,0.46775,96.755858,0.44898,0.55102
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4201,4300,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.000887,-4.3e-05,0.001517,-0.001843,1,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,gemischte_rohwelt,-1.034865,1.034865,0.105989,0.210397,0.585087,709.807012,0.377551,0.622449
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4301,4400,mischrolle_brueckennaehe_zentrumsnaehe,high,mid,low,high,low,mid,0.001046,-0.001843,0.01039,-0.008127,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,wechselhafte_rohwelt,-0.074497,0.074497,0.080504,0.183315,0.456002,24.395702,0.520408,0.479592
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4501,4600,mischrolle_brueckennaehe_zentrumsnaehe,high,high,low,high,mid,low,0.012349,0.011593,0.002371,-0.0023,1,dio_mcm_episode_0b7nep9,dio_104t,stabil,1,0,gemischte_rohwelt,1.166543,1.166543,0.10683,0.199839,0.616371,-71.144751,0.489796,0.510204
DOGE_2024_5M,debug\adapted_field_doge_2024_5m_10k\dio_mini_lauf_2\episodes.csv,4601,4700,zentrumsnaehe,high,mid,low,high,low,mid,0.006476,-0.0023,0.001349,-0.001496,0,dio_mcm_episode_0b7nep9,dio_0l7p,stabil,1,0,gemischte_rohwelt,-0.883111,0.883111,0.06893,0.150078,0.704922,-57.516414,0.387755,0.612245
