preview_symbol,before_role,after_role,count_delta,world_delta,depth_delta,top_world_after,top_world_before,top_world_changed
dio_mcm_episode_023ecmg,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_02ixe4y,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_04jxate,nebenrolle,nebenrolle,0,0,0.0,DOGE_1H_A,DOGE_1H_A,0
dio_mcm_episode_07a7zoq,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M,0
dio_mcm_episode_08op00s,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_09ugoh7,nebenrolle,nebenrolle,0,0,0.0,SOL_10K_A,SOL_10K_A,0
dio_mcm_episode_0a6jsal,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0bwljln,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0ca57t8,uebergangsrolle,uebergangsrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0d5sirp,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0f95qzt,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0flz7zv,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0g2f7e4,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_0h1ysk6,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_0he6atw,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_0hiolzy,milieurolle,milieurolle,0,0,0.0,FOLLOW_EQ10K_PEPE_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,0
dio_mcm_episode_0iiwvci,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0j5jlak,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0m8cxz1,breite_grundrolle,breite_grundrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0nn6ri9,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0ptcfn6,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_0r0u3sv,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_DOGE_2024_5M_2000,FOLLOW_DOGE_2024_5M_2000,0
dio_mcm_episode_0rbjarj,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_0sscnvc,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_0tfzgic,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0tnueiv,nebenrolle,nebenrolle,0,0,0.0,DOGE_1H_B,DOGE_1H_B,0
dio_mcm_episode_0u7qgeu,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0uqv2ui,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_0v0uojh,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_0v9h8bc,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_0wc77sa,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_04,BTC_FIELD_QUIET_04,0
dio_mcm_episode_0wm1gdi,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_0y53nyb,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_0y7hhur,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_0ycq6l6,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_0ys880e,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_10r2mum,milieurolle,milieurolle,0,0,0.0,PAXG_1846_A,PAXG_1846_A,0
dio_mcm_episode_11dx6vi,nebenrolle,nebenrolle,0,0,0.0,PAXG_1846_A,PAXG_1846_A,0
dio_mcm_episode_11q0pm1,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_129zwzz,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_12lf8e3,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_134512u,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_13486kt,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_13nf5kn,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_13vl4wk,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_1416rrs,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_14xx81a,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_159zeqh,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_169719n,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_16lqhxj,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_16oirtu,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_16qal3x,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_17e1ecl,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_19h8lor,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_19ljsne,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1b42cpg,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1c8zokt,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_1cbmua3,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1chjpo0,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_1dpkuqy,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_1dxx3n8,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1elnwvw,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_1fb1phy,nebenrolle,nebenrolle,0,0,0.0,QUIET_NEAR_PAXG2025_1H,QUIET_NEAR_PAXG2025_1H,0
dio_mcm_episode_1fjn8h8,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1iwpq62,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_1kebzg8,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1ole1yf,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1olmeud,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_1qmlwcr,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1rzvh02,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_1ttt3xj,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_1u5i0pf,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_1wep5t1,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1wlvgow,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_1xppyx0,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
