token,short_token,anchor_class,total_weight,max_world_span,weighted_duration,edge_count,outside_bridge_edges,bridge_to_bridge_edges,bidirectional_neighbors,incoming_neighbors,outgoing_neighbors,path_class,movement,base_zone,follow_zone,base_role,follow_role,dominant_edge_kind,edge_kind_profile,dominant_exit_phase,phase_profile,relation_profile,in_known_core_pair,known_core_pairs
dio_mcm_episode_0393v08,0393v08,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,rekoppelnder_pfad,reifung_oder_verdichtung,offene_bedeutungszone,stabile_bedeutungsinsel,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_0jwgafx,0jwgafx,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0l3i7ey,0l3i7ey,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,junge_oberflaeche,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,gemischter_austritt,gemischter_austritt:1,eintritt:1,0,0
dio_mcm_episode_0sv0ru8,0sv0ru8,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_1n2f96o,1n2f96o,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,rekoppelnder_pfad,reifung_oder_verdichtung,junge_spur,rekopplungszone,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_1xm3b1l,1xm3b1l,schwacher_anschluss,1,1,3.000000,1,1,0,0,0,1,rekoppelnder_pfad,stabil,rekopplungszone,rekopplungszone,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_1aurt3q,1aurt3q,schwacher_anschluss,1,1,3.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_080f74u,080f74u,schwacher_anschluss,1,1,3.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_0ac3vc1,0ac3vc1,schwacher_anschluss,1,1,2.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_0aztxel,0aztxel,schwacher_anschluss,1,1,2.000000,1,1,0,0,0,1,junge_oberflaeche,verjuengung_oberflaeche,stabile_bedeutungsinsel,junge_spur,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_0dxi31r,0dxi31r,schwacher_anschluss,1,1,2.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_0ej0lhx,0ej0lhx,schwacher_anschluss,1,1,2.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_0ag2osp,0ag2osp,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,offener_driftpfad,reifung_oder_verdichtung,driftzone,hoeherer_cluster_uebergang,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0dsrwv5,0dsrwv5,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,offener_driftpfad,oeffnung_oder_drift,junge_spur,offene_bedeutungszone,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0jkg1dk,0jkg1dk,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,-,-,-,-,-,-,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0ldht3x,0ldht3x,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,junge_oberflaeche,verjuengung_oberflaeche,hoeherer_cluster_uebergang,junge_spur,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,eintritt:1,0,0
dio_mcm_episode_0u69u6w,0u69u6w,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,offener_driftpfad,oeffnung_oder_drift,driftzone,offene_bedeutungszone,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_1a9sbfi,1a9sbfi,schwacher_anschluss,1,1,1.000000,1,1,0,0,0,1,rekoppelnder_pfad,reifung_oder_verdichtung,junge_spur,rekopplungszone,zentrum_stabil,zentrum_stabil,aussen_zu_bruecke,aussen_zu_bruecke:1,rekoppelnder_austritt,rekoppelnder_austritt:1,eintritt:1,0,0
dio_mcm_episode_079228h,079228h,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,offener_driftpfad,oeffnung_oder_drift,junge_spur,driftzone,zentrum_stabil,offene_variante,bruecke_zu_aussen,bruecke_zu_aussen:1,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1,austritt:1,0,0
dio_mcm_episode_08ubq99,08ubq99,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_0xsq19y,0xsq19y,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
dio_mcm_episode_10mbxau,10mbxau,schwacher_anschluss,1,1,1.000000,1,1,0,0,1,0,-,-,-,-,-,-,bruecke_zu_aussen,bruecke_zu_aussen:1,rekoppelnder_austritt,rekoppelnder_austritt:1,austritt:1,0,0
