token,base_zone,follow_zone,movement,base_observations,follow_observations,observation_delta,base_worlds,follow_worlds,world_delta,base_dominant_role,follow_dominant_role,base_top_next,follow_top_next,rekopplung_delta,strain_delta,sensory_delta,tension_delta,loudness_delta,visual_blur_delta
dio_mcm_episode_0e6va2r,driftzone,driftzone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1rpy7z2,dio_mcm_episode_1rpy7z2,2.1e-05,-4.8e-05,6e-06,0.0,0.0,0.0
dio_mcm_episode_0i5k3i8,rekopplungszone,rekopplungszone,stabil,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1gwyfwd,dio_mcm_episode_1gwyfwd,1.9e-05,-4e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_0igfdmt,driftzone,driftzone,stabil,2,2,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_195dhqf,dio_mcm_episode_195dhqf,1.7e-05,-3.4e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_0ji62h6,rekopplungszone,rekopplungszone,stabil,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1dewalh,dio_mcm_episode_1dewalh,1.1e-05,-2.8e-05,3e-06,0.0,0.0,0.0
dio_mcm_episode_0jrpwoa,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0k1pid9,dio_mcm_episode_0k1pid9,2.7e-05,-5.7e-05,6e-06,0.0,0.0,0.0
dio_mcm_episode_0mvjoir,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0qhs6nb,dio_mcm_episode_0n5sqpn,0.009948,0.002051,-0.002408,-0.012382,-0.01994,0.066616
dio_mcm_episode_0nj1l40,driftzone,driftzone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e6va2r,dio_mcm_episode_0e6va2r,1.8e-05,-4e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_0oc1i7g,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0tf9fq3,dio_mcm_episode_0ihg1mv,0.004764,0.015138,-0.044541,-0.02211,-0.040082,0.118383
dio_mcm_episode_0q7j4gf,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ldenly,dio_mcm_episode_0ldenly,2.3e-05,-5e-05,6e-06,0.0,0.0,0.0
dio_mcm_episode_0qzi7dq,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0qhiq5e,dio_mcm_episode_0qhiq5e,0.0,1e-06,0.0,0.0,0.0,0.0
dio_mcm_episode_0r1re19,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_0r1o8ja,dio_mcm_episode_0mlk2ts,0.006981,-0.009113,0.014814,-0.025999,-0.043187,0.02276
dio_mcm_episode_0r9ht2p,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0igfdmt,dio_mcm_episode_0igfdmt,1e-06,-5e-06,0.0,0.0,0.0,0.0
dio_mcm_episode_0rsf867,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_1bnkysm,-0.025253,0.034054,-0.038926,0.084516,0.221667,-0.004146
dio_mcm_episode_0rt4pw4,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_14pl76i,dio_mcm_episode_14pl76i,2.3e-05,-5e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_0sxikqi,junge_spur,junge_spur,stabil,1,1,0,1,1,0,spannungsrand_kippnaehe,spannungsrand_kippnaehe,dio_mcm_episode_0igfdmt,dio_mcm_episode_0igfdmt,0.0,0.0,0.0,0.0,0.0,0.0
dio_mcm_episode_0t1ymth,offene_bedeutungszone,offene_bedeutungszone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,1.7e-05,-3.6e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_0tosxof,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0tph7s0,dio_mcm_episode_0tph7s0,2.4e-05,-5.2e-05,6e-06,0.0,0.0,0.0
dio_mcm_episode_0vff3w6,rekopplungszone,rekopplungszone,stabil,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0v5p8er,dio_mcm_episode_0v5p8er,1.1e-05,-2.9e-05,3e-06,0.0,0.0,0.0
dio_mcm_episode_0w9dwz3,rekopplungszone,rekopplungszone,stabil,5,5,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0wjn8vm,dio_mcm_episode_0wjn8vm,1.7e-05,-3.7e-05,3e-06,0.0,0.0,0.0
dio_mcm_episode_0x6cqpn,rekopplungszone,rekopplungszone,stabil,7,7,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0zpp5uy,dio_mcm_episode_0zpp5uy,1.9e-05,-4.3e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_0ze6erg,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,42,42,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0x6cqpn,dio_mcm_episode_0x6cqpn,1.7e-05,-3.8e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_0zpp5uy,rekopplungszone,rekopplungszone,stabil,15,15,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1wj5tkj,dio_mcm_episode_1wj5tkj,2.1e-05,-4.6e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_102i30n,randnahe_verdichtung,randnahe_verdichtung,stabil,3,3,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1jc5z5p,dio_mcm_episode_1jc5z5p,7e-06,-1.6e-05,2e-06,0.0,0.0,0.0
dio_mcm_episode_12m8htq,rekopplungszone,rekopplungszone,stabil,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0qvodoj,dio_mcm_episode_0qvodoj,1.9e-05,-4.1e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_149ka4k,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_090tkc9,dio_mcm_episode_090tkc9,1.6e-05,-3.5e-05,3e-06,0.0,0.0,0.0
dio_mcm_episode_14k61ms,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1dfq6bx,dio_mcm_episode_1dfq6bx,2.1e-05,-4.6e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_14pl76i,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0k1pid9,dio_mcm_episode_0k1pid9,2.8e-05,-5.9e-05,6e-06,0.0,0.0,0.0
dio_mcm_episode_14zksvh,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ji62h6,dio_mcm_episode_0ji62h6,2e-05,-4.3e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1aavr7r,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ytjvg8,dio_mcm_episode_1ytjvg8,2.3e-05,-5e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_1dewalh,rekopplungszone,rekopplungszone,stabil,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_149ka4k,dio_mcm_episode_149ka4k,1.5e-05,-3.5e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1dfq6bx,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0nj1l40,dio_mcm_episode_0nj1l40,1.6e-05,-3.3e-05,3e-06,0.0,0.0,0.0
dio_mcm_episode_1fx4022,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1b3r4if,dio_mcm_episode_1pmt8u2,0.024095,-0.026715,0.05167,-0.067309,-0.134389,-0.191719
dio_mcm_episode_1gwyfwd,rekopplungszone,rekopplungszone,stabil,15,15,0,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_12m8htq,dio_mcm_episode_12m8htq,1.9e-05,-4.1e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_1h8m18g,rekopplungszone,rekopplungszone,stabil,2,2,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ydep5d,dio_mcm_episode_1ydep5d,1.5e-05,-3.5e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1hdpu9s,stabile_bedeutungsinsel,stabile_bedeutungsinsel,stabil,390,390,0,1,2,1,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,-0.000112,0.000179,-0.000386,0.000279,0.000611,0.000675
dio_mcm_episode_1iqf51c,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_1yxioww,0.053985,-0.053107,0.099221,-0.084006,-0.18931,-0.111276
dio_mcm_episode_1j0eqqb,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ag2osp,dio_mcm_episode_09w6mwq,-0.024385,0.015792,-0.00722,0.063668,0.137715,-0.103514
dio_mcm_episode_1jc5z5p,driftzone,driftzone,stabil,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1ovglru,dio_mcm_episode_1ovglru,1e-05,-2e-05,1e-06,0.0,0.0,0.0
dio_mcm_episode_1mesbjy,junge_spur,junge_spur,stabil,1,1,0,1,1,0,offene_variante,offene_variante,dio_mcm_episode_1i31hl0,dio_mcm_episode_1mh0yjo,-0.04739,0.045714,-0.10438,0.016865,0.035571,0.112914
dio_mcm_episode_1omwzzf,junge_spur,junge_spur,stabil,1,1,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1y2gc2i,dio_mcm_episode_068ops8,-0.007135,0.014284,-0.008101,0.02307,0.08556,-0.085639
dio_mcm_episode_1pwdejt,offene_bedeutungszone,offene_bedeutungszone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0ze6erg,dio_mcm_episode_0ze6erg,2.2e-05,-4.7e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1rpy7z2,driftzone,driftzone,stabil,3,3,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1pwdejt,dio_mcm_episode_1pwdejt,1.7e-05,-3.7e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1v8o9kh,rekopplungszone,rekopplungszone,stabil,3207,3207,0,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0w96mqy,dio_mcm_episode_0w96mqy,1.9e-05,-4e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1wj5tkj,rekopplungszone,rekopplungszone,stabil,51,51,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_08lp0ua,dio_mcm_episode_08lp0ua,2.1e-05,-4.5e-05,5e-06,0.0,0.0,0.0
dio_mcm_episode_1ydep5d,rekopplungszone,rekopplungszone,stabil,7,7,0,3,3,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0d9qets,dio_mcm_episode_0d9qets,1.7e-05,-3.6e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1ytjvg8,rekopplungszone,rekopplungszone,stabil,2,2,0,1,1,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_0vff3w6,dio_mcm_episode_0vff3w6,1.5e-05,-3.7e-05,4e-06,0.0,0.0,0.0
dio_mcm_episode_1yy9dcm,rekopplungszone,rekopplungszone,stabil,4,4,0,2,2,0,zentrum_stabil,zentrum_stabil,dio_mcm_episode_1aavr7r,dio_mcm_episode_1aavr7r,1.9e-05,-4.4e-05,5e-06,0.0,0.0,0.0
