preview_symbol,before_role,after_role,count_delta,world_delta,depth_delta,top_world_after,top_world_before,top_world_changed
dio_mcm_episode_14xx81a,milieurolle,milieurolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_159zeqh,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_15mfjru,nebenrolle,nebenrolle,3,1,-0.002368,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_15wf5gt,nebenrolle,nebenrolle,4,1,0.013636,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_15xrfo4,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_15z3zml,breite_grundrolle,breite_grundrolle,49,1,0.000398,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_169719n,nebenrolle,nebenrolle,3,1,-0.006665,FOLLOW_EQ10K_PEPE_C_2024_5M,BTC_STRESS_2025_5M,1
dio_mcm_episode_16bqw8k,breite_grundrolle,breite_grundrolle,7,1,-0.000102,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_16da5fv,nebenrolle,nebenrolle,4,1,-8.4e-05,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_16hqn22,breite_grundrolle,breite_grundrolle,16,1,0.001006,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_16lqhxj,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_16nc9gj,nebenrolle,nebenrolle,3,1,-0.000522,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_16oirtu,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_16qal3x,nebenrolle,nebenrolle,0,0,0.0,REAL_FOLLOW_PAXG_6000,REAL_FOLLOW_PAXG_6000,0
dio_mcm_episode_16rn392,nebenrolle,nebenrolle,6,1,0.001887,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_16rq8r1,nebenrolle,nebenrolle,11,1,-0.00751,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_16yidit,nebenrolle,nebenrolle,2,1,-0.000153,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_171moy1,breite_grundrolle,breite_grundrolle,14,1,0.005197,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_17bman0,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_17e1ecl,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_17i3weh,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2024_5M_QUIET,BTC_LONG_2024_5M_QUIET,0
dio_mcm_episode_18bzc1l,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_18uls48,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_19h8lor,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_19ljsne,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_19z4zgi,new,nebenrolle,7,5,0.443533,FOLLOW_EQ10K_PAXG_2024_5M,,1
dio_mcm_episode_1aejc9m,breite_grundrolle,breite_grundrolle,46,1,-0.000595,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,1
dio_mcm_episode_1avuyqc,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1b42cpg,nebenrolle,nebenrolle,1,1,0.008173,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1b57ksv,milieurolle,milieurolle,17,1,-0.001128,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1be1yef,nebenrolle,nebenrolle,1,1,-0.001293,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1c8zokt,nebenrolle,nebenrolle,2,1,0.000235,REAL_FOLLOW_DOGE_6000,REAL_FOLLOW_DOGE_6000,0
dio_mcm_episode_1cbmua3,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1chjpo0,nebenrolle,nebenrolle,0,0,0.0,BTC_LONG_2025_5M_QUIET,BTC_LONG_2025_5M_QUIET,0
dio_mcm_episode_1dpkuqy,nebenrolle,nebenrolle,0,0,0.0,BTC_10K_A,BTC_10K_A,0
dio_mcm_episode_1dxx3n8,nebenrolle,nebenrolle,0,0,0.0,REAL_TIME_2024_SOL_ALTSEQ_A,REAL_TIME_2024_SOL_ALTSEQ_A,0
dio_mcm_episode_1e5qs1j,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_1eav7xq,breite_grundrolle,breite_grundrolle,65,1,0.003759,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_1ekutmp,nebenrolle,nebenrolle,10,1,0.009472,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1elnwvw,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_02,BTC_FIELD_QUIET_02,0
dio_mcm_episode_1f4u10n,new,nebenrolle,7,6,0.727301,BTC_FIELD_QUIET_02,,1
dio_mcm_episode_1f9nms9,nebenrolle,nebenrolle,5,1,0.007317,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,1
dio_mcm_episode_1fb1phy,nebenrolle,nebenrolle,3,1,-0.001263,FOLLOW_EQ10K_PEPE_C_2024_5M,QUIET_NEAR_PAXG2025_1H,1
dio_mcm_episode_1fdlu6e,breite_grundrolle,breite_grundrolle,0,0,0.0,REAL_TIME_2024_BTC_5M,REAL_TIME_2024_BTC_5M,0
dio_mcm_episode_1fjn8h8,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1foqdcq,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1fy7zy2,new,nebenrolle,7,5,0.647367,FOLLOW_EQ10K_PAXG_2024_5M,,1
dio_mcm_episode_1fypz1p,nebenrolle,nebenrolle,4,1,0.004113,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1g87ln1,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_A,BTC_1H_A,0
dio_mcm_episode_1hfm623,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1hnbf9k,new,nebenrolle,10,5,0.571113,FOLLOW_EQ10K_PEPE_B_2024_5M,,1
dio_mcm_episode_1i3ov0z,milieurolle,milieurolle,75,1,-0.001044,BTC_FIELD_QUIET_03,BTC_FIELD_QUIET_03,0
dio_mcm_episode_1iwpq62,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2024_5M,BTC_STRESS_2024_5M,0
dio_mcm_episode_1kebzg8,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1kwexso,nebenrolle,nebenrolle,3,1,-0.000146,BTC_1H_C,BTC_1H_C,0
dio_mcm_episode_1nl293i,nebenrolle,nebenrolle,1,1,-0.005178,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_1o136gs,nebenrolle,nebenrolle,3,1,-0.000728,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1ole1yf,nebenrolle,nebenrolle,2,1,-0.001115,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1olmeud,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_1qbxuu8,nebenrolle,nebenrolle,12,1,0.002282,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1qlxgj7,breite_grundrolle,breite_grundrolle,2333,1,0.000593,FOLLOW_EQ10K_PEPE_2024_5M,FOLLOW_EQ10K_PEPE_2024_5M,0
dio_mcm_episode_1qmlwcr,nebenrolle,nebenrolle,2,1,0.000411,FOLLOW_EQ10K_PAXG_2024_5M,FOLLOW_EQ10K_PAXG_2024_5M,0
dio_mcm_episode_1qqk46w,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_1qv5i56,breite_grundrolle,breite_grundrolle,28,1,0.00057,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1r085q1,nebenrolle,nebenrolle,4,1,0.001619,FOLLOW_EQ10K_PEPE_B_2024_5M,FOLLOW_EQ10K_PEPE_B_2024_5M,0
dio_mcm_episode_1r553u5,new,nebenrolle,14,4,0.847657,FOLLOW_EQ10K_KAS_2024_5M,,1
dio_mcm_episode_1rf1k15,nebenrolle,nebenrolle,12,1,-0.002114,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,1
dio_mcm_episode_1rj8742,breite_grundrolle,breite_grundrolle,95,1,-2.8e-05,REAL_FOLLOW_BTC_6000,REAL_FOLLOW_BTC_6000,0
dio_mcm_episode_1rzvh02,nebenrolle,nebenrolle,0,0,0.0,BTC_STRESS_2025_5M,BTC_STRESS_2025_5M,0
dio_mcm_episode_1t36jh9,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1tlnw1j,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1ttt3xj,nebenrolle,nebenrolle,0,0,0.0,BTC_FIELD_QUIET_05,BTC_FIELD_QUIET_05,0
dio_mcm_episode_1tyoa8j,nebenrolle,nebenrolle,1,1,0.007922,FOLLOW_EQ10K_XRP_2024_5M,FOLLOW_EQ10K_XRP_2024_5M,0
dio_mcm_episode_1u5i0pf,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_XRP_2024_5M_2000,FOLLOW_XRP_2024_5M_2000,0
dio_mcm_episode_1uqoe58,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1vfiwqb,nebenrolle,nebenrolle,3,1,-0.005594,FOLLOW_EQ10K_XLM_2024_5M,FOLLOW_EQ10K_XLM_2024_5M,0
dio_mcm_episode_1wep5t1,nebenrolle,nebenrolle,2,1,-0.001746,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1wlvgow,nebenrolle,nebenrolle,0,0,0.0,BTC_1H_B,BTC_1H_B,0
dio_mcm_episode_1xdh0bk,nebenrolle,nebenrolle,1,1,-0.000452,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xlv7yw,nebenrolle,nebenrolle,1,1,0.000403,FOLLOW_EQ10K_KAS_2024_5M,FOLLOW_EQ10K_KAS_2024_5M,0
dio_mcm_episode_1xngm0j,nebenrolle,nebenrolle,5,1,-0.002655,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xo78p1,nebenrolle,nebenrolle,1,1,-0.004962,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xol2nw,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1xppyx0,nebenrolle,nebenrolle,4,1,0.005393,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1xzpklz,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1y7uo9c,nebenrolle,breite_grundrolle,6,1,0.000378,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1yhu9yb,nebenrolle,nebenrolle,4,1,0.005166,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1yi3qg8,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_DOGE_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,0
dio_mcm_episode_1ymlx26,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_PAXG_2024_5M_2000,FOLLOW_PAXG_2024_5M_2000,0
dio_mcm_episode_1ys3c57,nebenrolle,nebenrolle,0,0,0.0,FOLLOW_EQ10K_TRX_2024_5M,FOLLOW_EQ10K_TRX_2024_5M,0
dio_mcm_episode_1yxc2ug,breite_grundrolle,breite_grundrolle,304,1,0.004767,FOLLOW_EQ10K_PEPE_C_2024_5M,FOLLOW_EQ10K_DOGE_2024_5M,1
